Account_ANZSIC,WPF_Flag,LPF_Flag,OCF_Flag,PIF_Flag,Lead_Source,Payment_Terms,EVF_Flag,Weekend_Surcharge_Flag,Account_Number,Area,Banding,Billing_Cycle,Group_Code,Site_Address_City,Site_Address_Postcode,Account_Start_Date,Account_Start_Month_Date,Billing_Address_State,Account_Status,Account_Type,VRP_Instance,VRP_Industrial_Municipal,Paper_Invoice_Billing_Cycle_Flag,SK_Customer,Account_Stop_Date,Account_Restart_Date,Account_Suspend_Date,Account_Stop_Month_Date,Account_Restart_Month_Date,Account_Suspend_Month_Date,Sub_Banding,Account_User_Number,Billing_Address_Postcode,SK_Account_Restart_Date,SK_Account_Restart_Month_Date,SK_Account_Start_Date,SK_Account_Start_Month_Date,SK_Account_Stop_Date,SK_Account_Stop_Month_Date,SK_Account_Suspend_Date,SK_Account_Suspend_Month_Date,Source_System,Accountable_Territory_Manager_Code,Uprate_Category,Company_ID,ANZSIC_Division,ANZSIC_Subdivision,ANZSIC_Group,Futile_Reason_Code,Area_Depot_Description,Site_ID,Is_Contracted,Is_NewBusiness
E301,0,1,0,1,E,14,0,0,73387502,WMS,SME,MSI,666,KALAMUNDA,6076,2020-01-29,2020-01-01,WA,C,C,170,I,0,1544022,2020-07-16,NULL,NULL,2020-07-01,NULL,NULL,SME,PAR007,6147,NULL,NULL,20200129,20200101,20200716,20200701,NULL,NULL,VRP,6501,GEN,4,Construction,Building Construction,Residential Building Construction,"B,BN,CO,G,L,SH,SL,SO,WA",Multiskips,NULL,NULL,0
M692,0,1,0,0,A,14,0,0,10393996,QDO,Inside Sales,WEO,GEN,PORT DOUGLAS,4871,2021-08-16,2021-08-01,NSW,C,T,125,I,0,3675225,2021-10-12,NULL,NULL,2021-10-01,NULL,NULL,Inside Sales,NULL,1363,NULL,NULL,20210816,20210801,20211012,20211001,NULL,NULL,VRP,4209,GEN,2,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)","Architectural, Engineering and Technical Services",",B,BN,CO,G,L,SH,SL,SO,WA,",Douglas Shire Council,NULL,NULL,0
F360,1,1,0,1,C,130,0,0,18736923,NNC,SME,MEO,GEN,BERESFIELD,2322,2013-02-13,2013-02-01,NSW,L,D,320,I,0,4271249,2020-01-10,NULL,NULL,2020-01-01,NULL,NULL,SME,NULL,2322,NULL,NULL,20130213,20130201,20200110,20200101,NULL,NULL,VRP,2318,GEN,6,Wholesale Trade,"Grocery, Liquor and Tobacco Product Wholesaling","Grocery, Liquor and Tobacco Product Wholesaling","B,BN,CO,G,L,SH,SL,SO,WA",Newcastle,NULL,NULL,0
L663,0,0,0,0,E,45,0,0,27730834,NWW,Mid Market,MEW,SES,LEETON,2705,2010-08-27,2010-08-01,NSW,Z,A,804,I,0,1468672,2019-06-26,NULL,NULL,2019-06-01,NULL,NULL,Mid Market,NULL,1851,NULL,NULL,20100827,20100801,20190626,20190601,NULL,NULL,VRP,2738,COMP,21,"Rental, Hiring and Real Estate Services",Rental and Hiring Services (except Real Estate),Other Goods and Equipment Rental and Hiring,NULL,Wagga Wagga,NULL,NULL,0
E301,1,1,1,1,A,30,1,0,82099215,QBC,SME,MEO,H77,BUDERIM,4556,2021-08-19,2021-08-01,QLD,A,T,110,I,0,3676063,NULL,NULL,NULL,NULL,NULL,NULL,SME,FUSCEX,4010,NULL,NULL,20210819,20210801,NULL,NULL,NULL,NULL,VRP,4020,GEN,1,Construction,Building Construction,Residential Building Construction,"B,BN,CO,G,L,SH,SL,SO,WA",Brisbane C&D,NULL,NULL,0
E301,1,1,1,1,N,145,0,0,80746788,VTN,Mid Market,MEO,GEN,LAVERTON NORTH,3026,2019-04-03,2019-04-01,VIC,A,A,345,I,0,1746669,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,3026,NULL,NULL,20190403,20190401,NULL,NULL,NULL,NULL,VRP,3297,GEN,8,Construction,Building Construction,Residential Building Construction,"B,BN,CO,SO,SH,WA,SL,L,G",Metro Northern,NULL,0,0
F332,1,1,1,1,C,14,1,0,28243591,VBL,SME,M4E,GEN,WENDOUREE,3355,2009-10-22,2009-10-01,VIC,A,C,824,I,0,3766833,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3354,NULL,NULL,20091022,20091001,NULL,NULL,NULL,NULL,VRP,3224,GEN,23,Wholesale Trade,Basic Material Wholesaling,"Mineral, Metal and Chemical Wholesaling","B,BN,CO,G,L,SH,SL,SO,WA",Ballarat,NULL,0,0
G412,1,1,1,1,N,30,1,0,80433387,VMO,SME,M3E,GEN,LEONGATHA,3953,2020-12-18,2020-12-01,VIC,C,D,824,I,0,2393224,2021-09-15,NULL,NULL,2021-09-01,NULL,NULL,SME,NULL,8008,NULL,NULL,20201218,20201201,20210915,20210901,NULL,NULL,VRP,3286,GEN,23,Retail Trade,Food Retailing,Specialised Food Retailing,"B,BN,CO,G,L,SH,SL,SO,WA",Morwell,NULL,NULL,0
NULL,1,1,1,1,N,14,1,0,18287632,QCP,SME,MEO,GEN,SALISBURY,4107,2016-07-05,2016-07-01,QLD,A,B,110,I,0,3905630,NULL,NULL,NULL,NULL,NULL,NULL,SME,FUSCEX,4107,NULL,NULL,20160705,20160701,NULL,NULL,NULL,NULL,VRP,4253,GEN,1,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA,M",Brisbane South C&I,NULL,1,0
E301,1,1,1,1,N,14,1,1,80851828,VCS,NULL,MEC,GEN,SKYE,3977,2021-11-03,2021-11-01,VIC,A,D,345,I,0,4120225,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,3803,NULL,NULL,20211103,20211101,NULL,NULL,NULL,NULL,VRP,1318,GEN,8,Construction,Building Construction,Residential Building Construction,",B,BN,CO,G,L,SH,SL,SO,WA,",Metro Southern,NULL,1,1
NULL,0,0,1,1,M,130,0,0,53935027,WMN,National,MSI,SJW,ROCKINGHAM,6168,2019-06-14,2019-06-01,NSW,C,A,735,I,0,809933,2020-09-01,NULL,NULL,2020-09-01,NULL,NULL,National,53934223,2148,NULL,NULL,20190614,20190601,20200901,20200901,NULL,NULL,VRP,1500,NAT,18,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Mandurah Ind North,NULL,NULL,0
NULL,0,0,0,0,T,130,0,0,80527174,NBA,Mid Market,WEB,KTH,ORANGE,2800,2018-05-30,2018-05-01,VIC,A,INP,310,I,0,1710613,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,3043,NULL,NULL,20180530,20180501,NULL,NULL,NULL,NULL,VRP,3015,STA,5,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Bathurst,NULL,NULL,0
NULL,0,0,0,0,E,30,0,0,82108750,QSS,Inside Sales,MEC,GEN,BRIDGEMAN DOWNS,4035,2021-09-28,2021-09-01,QLD,A,T,110,I,0,3682324,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,FUSCEX,4035,NULL,NULL,20210928,20210901,NULL,NULL,NULL,NULL,VRP,4295,GEN,1,NULL,NULL,NULL,",B,BN,CO,G,L,SH,SL,SO,WA,",SmartSkip,NULL,NULL,0
NULL,0,0,0,1,N,30,0,0,48840715,SSW,Mid Market,W1O,GEN,HALLETT COVE,5158,2017-10-06,2017-10-01,SA,C,T,360,I,1,60029,2020-11-05,NULL,NULL,2020-11-01,NULL,NULL,Mid Market,NULL,5158,NULL,NULL,20171006,20171001,20201105,20201101,NULL,NULL,VRP,5500,GEN,10,NULL,NULL,NULL,NULL,Southern Adelaide Welland,NULL,NULL,0
M692,0,1,0,0,N,NULL,0,0,80330255,VMO,Mid Market,W11,CSH,TRARALGON,3844,2018-02-05,2018-02-01,VIC,C,ST,824,I,0,1777722,2018-02-12,NULL,NULL,2018-02-01,NULL,NULL,Mid Market,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,23,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)","Architectural, Engineering and Technical Services",NULL,Morwell,NULL,NULL,0
NULL,0,0,0,0,C,14,0,0,27947891,NWP,Unassigned,W6O,GEN,BEMBOKA,2550,2018-03-27,2018-03-01,NSW,Z,ST,804,I,0,1753879,2018-03-29,NULL,NULL,2018-03-01,NULL,NULL,Unassigned,NULL,2550,NULL,NULL,20180327,20180301,20180329,20180301,NULL,NULL,VRP,2239,RESI,21,NULL,NULL,NULL,NULL,Bega,NULL,NULL,0
H452,1,1,1,1,A,14,1,0,80708729,VTN,Inside Sales,MEO,GEN,SOMERTON,3062,2018-01-18,2018-01-01,VIC,C,D,345,I,0,997779,2020-06-22,NULL,2018-05-21,2020-06-01,NULL,2018-05-01,Inside Sales,NULL,3062,NULL,NULL,20180118,20180101,20200622,20200601,20180521,20180501,VRP,3748,GEN,8,Accommodation and Food Services,Food and Beverage Services,"Pubs, Taverns and Bars","B,BN,CO,G,SL,SH,SO,L,WA",Metro Northern,NULL,NULL,0
C152,0,1,0,1,N,14,0,0,27808715,NWW,Unassigned,MEW,GEN,WAGGA WAGGA,2650,2018-11-27,2018-11-01,NSW,C,D,804,I,0,1456776,2019-07-12,NULL,NULL,2019-07-01,NULL,NULL,Unassigned,NULL,2650,NULL,NULL,20181127,20181101,20190712,20190701,NULL,NULL,VRP,2328,GEN,21,Manufacturing,"Pulp, Paper and Converted Paper Product Manufacturing",Converted Paper Product Manufacturing,NULL,Wagga Wagga,NULL,NULL,0
H451,1,1,1,1,N,14,1,0,32960617,VCS,Inside Sales,MEC,GEN,DANDENONG SOUTH,3175,2013-06-19,2013-06-01,VIC,C,D,345,I,0,1069314,2020-06-22,NULL,2018-08-23,2020-06-01,NULL,2018-08-01,Inside Sales,NULL,3175,NULL,NULL,20130619,20130601,20200622,20200601,20180823,20180801,VRP,3748,GEN,8,Accommodation and Food Services,Food and Beverage Services,"Cafes, Restaurants and Takeaway Food Services","B,BN,CO,G,L,SH,SL,SO,WA",Metro Southern,NULL,NULL,0
C242,1,1,1,0,A,14,1,0,19496441,NWO,Inside Sales,MEW,GEN,UNANDERRA,2526,2017-05-18,2017-05-01,NSW,Z,D,310,I,0,1996494,2019-03-26,NULL,NULL,2019-03-01,NULL,NULL,Inside Sales,NULL,2506,NULL,NULL,20170518,20170501,20190326,20190301,NULL,NULL,VRP,1214,GEN,5,Manufacturing,Machinery and Equipment Manufacturing,Computer and Electronic Equipment Manufacturing,NULL,Wollongong,NULL,NULL,0
Q840,0,0,0,0,T,30,0,0,18275111,QGC,SME,RNR,RSC,BANORA POINT,2486,2015-11-26,2015-11-01,QLD,Z,INP,110,I,0,1021032,2019-06-10,NULL,NULL,2019-06-01,NULL,NULL,SME,FUSCEX,4014,NULL,NULL,20151126,20151101,20190610,20190601,NULL,NULL,VRP,4016,NAT,1,Health Care and Social Assistance,Hospitals,Hospitals,NULL,Gold Coast C&I,RSC023,NULL,0
F371,1,1,1,1,C,14,0,0,53685500,WAW,SME,ME2,GEN,ALBANY,6330,2009-07-01,2009-07-01,WA,A,D,735,I,0,4111749,NULL,NULL,NULL,NULL,NULL,NULL,SME,53685500,6330,NULL,NULL,20090701,20090701,NULL,NULL,NULL,NULL,VRP,6713,GEN,18,Wholesale Trade,Other Goods Wholesaling,"Textile, Clothing and Footwear Wholesaling","B,BN,CO,G,L,SH,SL,SO,WA",Albany Waste,NULL,0,0
NULL,0,0,0,1,N,14,0,0,48743832,SPA,Mid Market,M4O,048,PORT ADELAIDE,5015,2014-06-12,2014-06-01,SA,A,A,360,I,0,4349262,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,1474,5162,NULL,NULL,20140612,20140601,NULL,NULL,NULL,NULL,VRP,5716,COMP,10,NULL,NULL,NULL,"B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,1,0
NULL,1,1,1,1,N,14,1,0,33095637,VTN,SME,MEO,GEN,MELTON,3337,2017-10-02,2017-10-01,VIC,A,D,345,I,0,2163119,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3189,NULL,NULL,20171002,20171001,NULL,NULL,NULL,NULL,VRP,1351,GEN,8,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Metro Northern,NULL,1,0
E301,0,0,0,0,TFA,30,0,0,82105828,QSS,Inside Sales,MEC,N13,BETHANIA,4205,2021-09-16,2021-09-01,QLD,A,T,110,I,0,3680609,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,FUSCEX,4217,NULL,NULL,20210916,20210901,NULL,NULL,NULL,NULL,VRP,4295,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,SmartSkip,NULL,NULL,0
K623,1,1,1,1,A,14,1,0,19498591,NWO,Inside Sales,MEW,GEN,FIGTREE,2525,2017-06-23,2017-06-01,NSW,A,D,310,I,0,1009216,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,2526,NULL,NULL,20170623,20170601,NULL,NULL,NULL,NULL,VRP,2331,GEN,5,Financial and Insurance Services,Finance,Non-Depository Financing,"B,BN,G,CO,L,SH,SL,SO,WA",Wollongong,NULL,0,0
M693,1,1,1,1,N,14,1,0,33081342,VTN,Inside Sales,MEO,GEN,ELTHAM,3095,2017-06-28,2017-06-01,VIC,A,D,345,I,0,1996924,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,3095,NULL,NULL,20170628,20170601,NULL,NULL,NULL,NULL,VRP,1351,GEN,8,"Professional, Scientific and Technical Services","Professional, Scientific and Technical Services (Except Computer System Design and Related Services)",Legal and Accounting Services,"B,BN,CO,G,SL,SH,SO,L,WA",Metro Northern,NULL,1,0
B080,1,1,1,1,N,14,0,0,80773605,VCS,Inside Sales,MCE,GEN,MELBOURNE,3000,2020-03-17,2020-03-01,VIC,S,T,345,I,0,4178610,NULL,NULL,2020-06-24,NULL,NULL,2020-06-01,Inside Sales,NULL,3142,NULL,NULL,20200317,20200301,NULL,NULL,20200624,20200601,VRP,3252,GEN,8,Mining,Metal Ore Mining,Metal Ore Mining,NULL,Metro Southern,NULL,NULL,0
E301,1,1,1,1,TFA,30,1,1,82110634,QSS,NULL,MEC,N13,PARK RIDGE,4125,2021-10-08,2021-10-01,QLD,A,T,110,I,0,3684931,NULL,NULL,NULL,NULL,NULL,NULL,NULL,FUSCEX,4217,NULL,NULL,20211008,20211001,NULL,NULL,NULL,NULL,VRP,4296,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,SmartSkip,NULL,NULL,0
NULL,0,0,0,1,E,130,0,0,32775909,VCS,National,MSO,AMC,CLAYTON,3168,2008-01-10,2008-01-01,VIC,C,A,345,I,0,1556344,2020-06-24,NULL,NULL,2020-06-01,NULL,NULL,National,CLE3006,3018,NULL,NULL,20080110,20080101,20200624,20200601,NULL,NULL,VRP,1523,NAT,8,NULL,NULL,NULL,NULL,Metro Southern,NULL,NULL,0
F372,0,1,0,0,A,14,0,0,80431205,VMO,Mid Market,M3E,CSH,TRARALGON,3844,2020-12-07,2020-12-01,VIC,C,ST,824,I,0,2391538,2021-05-09,NULL,NULL,2021-05-01,NULL,NULL,Mid Market,NULL,3844,NULL,NULL,20201207,20201201,20210509,20210501,NULL,NULL,VRP,3285,GEN,23,Wholesale Trade,Other Goods Wholesaling,Pharmaceutical and Toiletry Goods Wholesaling,NULL,Morwell,NULL,NULL,0
NULL,1,1,0,1,V,14,1,0,19085352,NEP,SME,MEO,GEN,MARRICKVILLE,2204,2002-04-26,2002-04-01,NSW,Z,D,310,I,0,558066,2018-11-27,NULL,NULL,2018-11-01,NULL,NULL,SME,NULL,2204,NULL,NULL,20020426,20020401,20181127,20181101,NULL,NULL,VRP,2312,GEN,5,NULL,NULL,NULL,NULL,Erskine Park,NULL,NULL,0
F360,1,1,0,0,N,130,1,0,48695918,SPA,SME,MEI,BPL,TRURO,5356,2011-09-15,2011-09-01,SA,C,B,360,I,0,4300538,2021-05-14,NULL,NULL,2021-05-01,NULL,NULL,SME,NULL,5353,NULL,NULL,20110915,20110901,20210514,20210501,NULL,NULL,VRP,5201,GEN,10,Wholesale Trade,"Grocery, Liquor and Tobacco Product Wholesaling","Grocery, Liquor and Tobacco Product Wholesaling","B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,NULL,0
S955,0,1,0,0,E,14,0,0,18825099,NNC,Inside Sales,MEO,GEN,MEREWETHER,2291,2019-07-01,2019-07-01,NSW,A,D,320,I,0,1805686,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,999169,1238,NULL,NULL,20190701,20190701,NULL,NULL,NULL,NULL,VRP,2313,F3Y,6,Other Services,Personal and Other Services,"Civic, Professional and Other Interest Group Services",NULL,Newcastle,NULL,1,0
Q840,0,0,0,0,T,30,0,0,73209595,WMA,Mid Market,ME2,H11,NEDLANDS,6009,2016-08-01,2016-08-01,WA,A,A,170,I,0,937959,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,CUA,6009,NULL,NULL,20160801,20160801,NULL,NULL,NULL,NULL,VRP,6005,STA,4,Health Care and Social Assistance,Hospitals,Hospitals,NULL,Malaga,NULL,1,0
L671,1,1,0,1,C,14,0,1,73466574,WMA,Inside Sales,ME2,GEN,CAMILLO,6111,2021-08-16,2021-08-01,WA,C,C,170,I,0,3675296,2021-09-06,NULL,NULL,2021-09-01,NULL,NULL,Inside Sales,NULL,6000,NULL,NULL,20210816,20210801,20210906,20210901,NULL,NULL,VRP,6282,GEN,4,"Rental, Hiring and Real Estate Services",Property Operators and Real Estate Services,Property Operators,",B,BN,CO,G,L,SH,SL,SO,WA,",Malaga,NULL,NULL,0
S953,1,1,0,1,A,14,1,0,18322406,QGC,SME,MEO,GEN,MAUDSLAND,4210,2017-11-28,2017-11-01,QLD,C,D,110,I,0,4339380,2020-12-01,NULL,2020-01-03,2020-12-01,NULL,2020-01-01,SME,FUSCEX,4217,NULL,NULL,20171128,20171101,20201201,20201201,20200103,20200101,VRP,4282,GEN,1,Other Services,Personal and Other Services,Other Personal Services,"B,BN,CO,G,L,SH,SO,SL,WA,M",Gold Coast C&I,NULL,NULL,0
NULL,0,1,0,1,N,14,1,1,80419335,VWB,Inside Sales,MWO,GEN,WINSLOW,3281,2020-08-20,2020-08-01,VIC,A,D,824,I,1,2158613,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,3281,NULL,NULL,20200820,20200801,NULL,NULL,NULL,NULL,VRP,3754,GEN,23,NULL,NULL,NULL,"CO,G,L,SH,SL,SO,WA",Warrnambool,NULL,1,0
NULL,0,0,0,0,N,30,0,0,80730476,VTX,Mid Market,MSO,DHS,WERRIBEE,3030,2018-09-01,2018-09-01,VIC,Z,A,345,I,0,1425820,2019-06-13,NULL,NULL,2019-06-01,NULL,NULL,Mid Market,NULL,3175,NULL,NULL,20180901,20180901,20190613,20190601,NULL,NULL,VRP,3752,KAM,8,NULL,NULL,NULL,EXEMPT,Tullamarine Toxfree,TS-030689,NULL,0
Q860,1,1,1,1,E,14,1,0,13797603,QFC,SME,MEO,CYW,MARYBOROUGH,4650,2018-10-22,2018-10-01,QLD,A,D,701,I,0,4422237,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,4001,NULL,NULL,20181022,20181001,NULL,NULL,NULL,NULL,VRP,4269,GEN,15,Health Care and Social Assistance,Residential Care Services,Residential Care Services,"B,BN,CO,G,L,SH,SL,SO,WA",Fraser Coast Regional Council,NULL,0,0
I461,1,1,0,0,E,30,0,0,73398844,WMA,Inside Sales,ME2,GEN,NOLLAMARA,6061,2020-04-17,2020-04-01,WA,A,D,170,I,0,1151670,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,6061,NULL,NULL,20200417,20200401,NULL,NULL,NULL,NULL,VRP,6210,LOC,4,"Transport, Postal and Warehousing",Road Transport,Road Freight Transport,"B,BN,CO,G,L,SH,SL,SO,WA",Malaga,NULL,1,0
R911,0,0,0,1,N,0,0,0,48915698,SSW,Mid Market,W1O,GEN,DOVER GARDENS,5048,2019-01-22,2019-01-01,SA,C,ST,360,I,1,712955,2020-01-06,NULL,NULL,2020-01-01,NULL,NULL,Mid Market,NULL,5048,NULL,NULL,20190122,20190101,20200106,20200101,NULL,NULL,VRP,5500,GEN,10,Arts and Recreation Services,Sports and Recreation Activities,Sports and Physical Recreation Activities,NULL,Southern Adelaide Welland,NULL,NULL,0
G412,0,0,0,0,T,30,0,0,18305653,QGC,National,MCN,CLQ,UPPER COOMERA,4209,2017-08-01,2017-08-01,QLD,A,D,110,I,0,4563319,NULL,NULL,NULL,NULL,NULL,NULL,National,NULL,4014,NULL,NULL,20170801,20170801,NULL,NULL,NULL,NULL,VRP,1527,NAT,1,Retail Trade,Food Retailing,Specialised Food Retailing,NULL,Gold Coast C&I,8373,1,0
C189,1,1,0,1,M,14,1,0,53957523,WMN,SME,ME2,GEN,BAYSWATER,6053,2021-02-18,2021-02-01,WA,C,T,735,I,0,2399956,2021-04-29,NULL,NULL,2021-04-01,NULL,NULL,SME,0200131,6159,NULL,NULL,20210218,20210201,20210429,20210401,NULL,NULL,VRP,6275,GEN,18,Manufacturing,Basic Chemical and Chemical Product Manufacturing,Other Basic Chemical Product Manufacturing,"B,BN,CO,G,L,SH,SL,SO,WA",Mandurah Ind North,NULL,NULL,0
NULL,1,1,1,1,N,14,0,0,32583311,VTN,SME,MEO,GEN,SUNSHINE NORTH,3020,1998-04-20,1998-04-01,VIC,A,D,345,I,0,902650,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,3020,NULL,NULL,19980420,19980401,NULL,NULL,NULL,NULL,VRP,3748,GEN,8,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Metro Northern,NULL,1,0
P802,1,1,1,1,E,14,1,0,48648909,SPA,Inside Sales,MEI,GEN,MAWSON LAKES,5095,2009-12-04,2009-12-01,SA,A,D,360,I,0,24646,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,5095,NULL,NULL,20091204,20091201,NULL,NULL,NULL,NULL,VRP,1354,GEN,10,Education and Training,Preschool and School Education,School Education,"B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,1,0
G412,1,1,1,1,E,14,0,0,48747347,SPA,Inside Sales,MEI,GEN,ADELAIDE,5000,2014-09-23,2014-09-01,SA,A,D,360,I,0,3803577,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,5000,NULL,NULL,20140923,20140901,NULL,NULL,NULL,NULL,VRP,1354,GEN,10,Retail Trade,Food Retailing,Specialised Food Retailing,"B,BN,CO,G,L,P,SH,SL,SO,WA",Port Adelaide,NULL,1,0
NULL,1,1,1,1,N,14,1,1,49030306,SMG,Inside Sales,MEI,GEN,MILLICENT,5280,2021-05-12,2021-05-01,SA,A,D,360,I,0,4529360,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,5280,NULL,NULL,20210512,20210501,NULL,NULL,NULL,NULL,VRP,5227,GEN,10,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA,P",Mount Gambier,NULL,1,0
NULL,0,0,0,1,V,30,0,0,48942471,SSW,SME,M4O,GEN,WOODVILLE,5011,2019-08-06,2019-08-01,SA,C,T,360,I,0,333229,2020-01-03,NULL,NULL,2020-01-01,NULL,NULL,SME,NULL,5015,NULL,NULL,20190806,20190801,20200103,20200101,NULL,NULL,VRP,5222,LOC,10,NULL,NULL,NULL,NULL,Southern Adelaide Welland,NULL,NULL,0
Q840,1,1,1,1,TFA,14,0,1,18396959,QCP,Inside Sales,MEO,GEN,ALGESTER,4115,2019-11-01,2019-11-01,QLD,A,A,110,I,0,4461048,NULL,NULL,NULL,NULL,NULL,NULL,TFA,FUSCEX,4115,NULL,NULL,20191101,20191101,NULL,NULL,NULL,NULL,VRP,4253,GEN,1,Health Care and Social Assistance,Hospitals,Hospitals,"B,BN,CO,G,L,SH,SL,SO,WA,M",Brisbane South C&I,NULL,0,0
NULL,0,0,0,0,SWR,130,0,0,80402603,VWB,SME,MWE,GEN,HALLS GAP,3381,2020-07-01,2020-07-01,VIC,A,D,824,I,0,779724,NULL,NULL,NULL,NULL,NULL,NULL,SME,FUEL,3381,NULL,NULL,20200701,20200701,NULL,NULL,NULL,NULL,VRP,3754,GEN,23,NULL,NULL,NULL,NULL,Warrnambool,NULL,1,0
Q851,0,1,0,1,E,145,0,0,32978793,VCS,Mid Market,MEC,ALT,MENTONE,3194,2014-02-18,2014-02-01,VIC,L,A,345,I,0,1449567,2020-06-10,NULL,NULL,2020-06-01,NULL,NULL,Mid Market,S,3194,NULL,NULL,20140218,20140201,20200610,20200601,NULL,NULL,VRP,3020,STA,8,Health Care and Social Assistance,Medical and Other Health Care Services,Medical Services,"B,BN,CO,G,L,SH,SL,SO,WA",Metro Southern,NULL,NULL,0
D281,0,1,0,0,A,NULL,0,0,80342754,VMO,Mid Market,W11,CSH,MORWELL,3840,2018-07-26,2018-07-01,VIC,C,ST,824,I,0,1682778,2018-08-20,NULL,NULL,2018-08-01,NULL,NULL,Mid Market,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,NULL,VRP,NULL,NULL,23,"Electricity, Gas, Water and Waste Services","Water Supply, Sewerage and Drainage Services","Water Supply, Sewerage and Drainage Services",NULL,Morwell,NULL,NULL,0
P810,0,0,0,0,T,130,0,0,18858066,NCH,Mid Market,M9O,D28,ULMARRA,2462,2021-07-29,2021-07-01,NSW,A,A,320,I,0,3983653,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,2001,NULL,NULL,20210729,20210701,NULL,NULL,NULL,NULL,VRP,2013,STA,6,Education and Training,Tertiary Education,Tertiary Education,NULL,Coffs Harbour,NULL,1,0
E301,0,0,0,0,TFA,30,0,0,18471534,QSS,Unassigned,MEC,GEN,CLONTARF,4019,2020-07-01,2020-07-01,QLD,Z,T,110,I,0,1377677,2019-06-30,NULL,NULL,2019-06-01,NULL,NULL,Unassigned,FUSCEX,4019,NULL,NULL,20200701,20200701,20190630,20190601,NULL,NULL,VRP,4296,GEN,1,Construction,Building Construction,Residential Building Construction,NULL,SmartSkip,NULL,NULL,0
E301,1,1,1,1,C,14,0,0,49011447,SMG,Inside Sales,M2O,GEN,MILLICENT,5280,2020-12-15,2020-12-01,SA,A,T,360,I,1,2392708,NULL,NULL,NULL,NULL,NULL,NULL,Inside Sales,NULL,5900,NULL,NULL,20201215,20201201,NULL,NULL,NULL,NULL,VRP,5227,GEN,10,Construction,Building Construction,Residential Building Construction,",B,BN,CO,G,L,SH,SL,SO,WA,",Mount Gambier,NULL,NULL,0
NULL,1,1,1,1,N,30,1,0,48797454,SMG,SME,MEI,GEN,KALANGADOO,5278,2017-03-10,2017-03-01,SA,A,D,360,I,0,107434,NULL,NULL,NULL,NULL,NULL,NULL,SME,NULL,5001,NULL,NULL,20170310,20170301,NULL,NULL,NULL,NULL,VRP,5227,GEN,10,NULL,NULL,NULL,"B,BN,CO,G,L,SH,SL,SO,WA",Mount Gambier,NULL,0,0
NULL,0,0,0,0,N,30,0,0,27978245,NCB,Mid Market,MEO,389,MITCHELL,2911,2019-10-16,2019-10-01,ACT,A,A,804,I,0,3800995,NULL,NULL,NULL,NULL,NULL,NULL,Mid Market,NULL,2911,NULL,NULL,20191016,20191001,NULL,NULL,NULL,NULL,VRP,2019,STA,21,NULL,NULL,NULL,NULL,Canberra,NULL,1,0
